Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,nir,green,swir16,swir22,NDMI,MNDWI,pet,month,year,dayofyear,station_id,sin_doy,cos_doy,sin_month,cos_month,Total Alkalinity_lag_1,Total Alkalinity_lag_3,Total Alkalinity_lag_7,Total Alkalinity_lag_14,Total Alkalinity_lag_30,Total Alkalinity_roll_mean_3,Total Alkalinity_roll_std_3,Total Alkalinity_roll_med_3,Total Alkalinity_roll_q25_3,Total Alkalinity_roll_q50_3,Total Alkalinity_roll_q75_3,Total Alkalinity_roll_mean_7,Total Alkalinity_roll_std_7,Total Alkalinity_roll_med_7,Total Alkalinity_roll_q25_7,Total Alkalinity_roll_q50_7,Total Alkalinity_roll_q75_7,Total Alkalinity_roll_mean_14,Total Alkalinity_roll_std_14,Total Alkalinity_roll_med_14,Total Alkalinity_roll_q25_14,Total Alkalinity_roll_q50_14,Total Alkalinity_roll_q75_14,Total Alkalinity_roll_mean_30,Total Alkalinity_roll_std_30,Total Alkalinity_roll_med_30,Total Alkalinity_roll_q25_30,Total Alkalinity_roll_q50_30,Total Alkalinity_roll_q75_30,Electrical Conductance_lag_1,Electrical Conductance_lag_3,Electrical Conductance_lag_7,Electrical Conductance_lag_14,Electrical Conductance_lag_30,Electrical Conductance_roll_mean_3,Electrical Conductance_roll_std_3,Electrical Conductance_roll_med_3,Electrical Conductance_roll_q25_3,Electrical Conductance_roll_q50_3,Electrical Conductance_roll_q75_3,Electrical Conductance_roll_mean_7,Electrical Conductance_roll_std_7,Electrical Conductance_roll_med_7,Electrical Conductance_roll_q25_7,Electrical Conductance_roll_q50_7,Electrical Conductance_roll_q75_7,Electrical Conductance_roll_mean_14,Electrical Conductance_roll_std_14,Electrical Conductance_roll_med_14,Electrical Conductance_roll_q25_14,Electrical Conductance_roll_q50_14,Electrical Conductance_roll_q75_14,Electrical Conductance_roll_mean_30,Electrical Conductance_roll_std_30,Electrical Conductance_roll_med_30,Electrical Conductance_roll_q25_30,Electrical Conductance_roll_q50_30,Electrical Conductance_roll_q75_30,Dissolved Reactive Phosphorus_lag_1,Dissolved Reactive Phosphorus_lag_3,Dissolved Reactive Phosphorus_lag_7,Dissolved Reactive Phosphorus_lag_14,Dissolved Reactive Phosphorus_lag_30,Dissolved Reactive Phosphorus_roll_mean_3,Dissolved Reactive Phosphorus_roll_std_3,Dissolved Reactive Phosphorus_roll_med_3,Dissolved Reactive Phosphorus_roll_q25_3,Dissolved Reactive Phosphorus_roll_q50_3,Dissolved Reactive Phosphorus_roll_q75_3,Dissolved Reactive Phosphorus_roll_mean_7,Dissolved Reactive Phosphorus_roll_std_7,Dissolved Reactive Phosphorus_roll_med_7,Dissolved Reactive Phosphorus_roll_q25_7,Dissolved Reactive Phosphorus_roll_q50_7,Dissolved Reactive Phosphorus_roll_q75_7,Dissolved Reactive Phosphorus_roll_mean_14,Dissolved Reactive Phosphorus_roll_std_14,Dissolved Reactive Phosphorus_roll_med_14,Dissolved Reactive Phosphorus_roll_q25_14,Dissolved Reactive Phosphorus_roll_q50_14,Dissolved Reactive Phosphorus_roll_q75_14,Dissolved Reactive Phosphorus_roll_mean_30,Dissolved Reactive Phosphorus_roll_std_30,Dissolved Reactive Phosphorus_roll_med_30,Dissolved Reactive Phosphorus_roll_q25_30,Dissolved Reactive Phosphorus_roll_q50_30,Dissolved Reactive Phosphorus_roll_q75_30
-24.183889,30.823889,2011-01-03,104.189,323.4,10.0,12975.0,9423.0,12192.0,10273.5,0.0311121706997257,-0.128105482303955,152.3,1.0,2011.0,3.0,-24.1839_30.8239,0.051619667223253764,0.998666816288476,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.769722,30.886944,2011-01-04,36.174,108.2,10.0,15026.0,9241.0,13124.0,10324.0,0.0675666074600352,-0.1736194947462545,159.8,1.0,2011.0,4.0,-22.7697_30.8869,0.06880242680231986,0.9976303053065857,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.802778,28.768333,2011-01-04,93.753,239.9,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,159.1,1.0,2011.0,4.0,-27.8028_28.7683,0.06880242680231986,0.9976303053065857,0.0,1.0,43.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.404444,30.013056,2011-01-06,53.462,249.8,10.0,13237.0,9177.0,14851.5,11459.0,-0.0574790394645493,-0.2361570634871081,160.6,1.0,2011.0,6.0,-28.4044_30.0131,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.02314,28.59389,2011-01-06,174.049,416.0,10.0,10501.5,9743.0,10633.5,9547.5,-0.0062455642299502,-0.0437023041248494,163.1,1.0,2011.0,6.0,-27.0231_28.5939,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.648056,27.089444,2011-01-06,263.537,617.0,10.0,8205.5,4870.0,6161.0,4771.0,0.1423102356175815,-0.1170338137974787,170.90001,1.0,2011.0,6.0,-26.6481_27.0894,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.058889,30.373611,2011-01-06,108.581,501.0,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,158.0,1.0,2011.0,6.0,-28.0589_30.3736,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.00222,28.76528,2011-01-06,195.675,443.0,10.0,12687.0,10388.0,15213.5,12483.0,-0.0905539327252196,-0.1884850497041181,161.6,1.0,2011.0,6.0,-27.0022_28.7653,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.81048333,27.90955222,2011-01-06,131.484,695.0,10.0,13029.0,10157.5,15828.0,12748.0,-0.0969955296808396,-0.2182178522637616,164.1,1.0,2011.0,6.0,-25.8105_27.9096,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.3,28.586944,2011-01-06,144.993,314.8,10.0,13842.5,10375.0,15607.0,12663.0,-0.0599161276082783,-0.2013701793549372,163.40001,1.0,2011.0,6.0,-27.3_28.5869,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.044444,27.005,2011-01-06,119.826,293.8,11.0,15642.5,11061.0,20149.0,15460.0,-0.1259097830490476,-0.2911887215636005,178.7,1.0,2011.0,6.0,-27.0444_27.005,0.10310169744743485,0.9946708199115211,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.169444,29.233889,2011-01-08,168.713,434.0,10.0,15208.0,11403.0,19998.5,16139.0,-0.1360686236916474,-0.2737289619922606,162.0,1.0,2011.0,8.0,-27.1694_29.2339,0.13727877211326478,0.9905324521322229,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.4,26.624722,2011-01-08,313.284,972.0,16.0,13854.0,10203.5,15255.5,13207.0,-0.0481457943283119,-0.1984367021485518,195.8,1.0,2011.0,8.0,-27.4_26.6247,0.13727877211326478,0.9905324521322229,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.45,28.085833,2011-01-08,110.805,700.0,80.0,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494,170.6,1.0,2011.0,8.0,-26.45_28.0858,0.13727877211326478,0.9905324521322229,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.7775,29.470833,2011-01-08,34.672,82.6,16.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,144.7,1.0,2011.0,8.0,-29.7775_29.4708,0.13727877211326478,0.9905324521322229,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.987778,29.851667,2011-01-08,36.55,93.7,10.0,13526.5,9564.0,12985.5,10745.0,0.0204058539529269,-0.1517328543870145,144.90001,1.0,2011.0,8.0,-29.9878_29.8517,0.13727877211326478,0.9905324521322229,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.744167,29.905833,2011-01-08,23.488,69.2,10.0,13396.0,9910.0,15025.5,12219.5,-0.057333356789754,-0.2051492851557009,150.0,1.0,2011.0,8.0,-29.7442_29.9058,0.13727877211326478,0.9905324521322229,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.161667,23.696389,2011-01-09,88.324,229.9,10.0,8669.0,11537.0,7785.0,7806.0,0.0537255378631332,0.1941827968119232,226.6,1.0,2011.0,9.0,-29.1617_23.6964,0.15430882066428117,0.9880226656636976,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.338333,31.373611,2011-01-11,119.478,292.4,10.0,12829.5,10847.0,13727.0,12435.0,-0.0337958691845686,-0.1171970375193289,157.5,1.0,2011.0,11.0,-28.3383_31.3736,0.1882267098432442,0.9821256058680006,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.45963889,28.26430556,2011-01-11,178.797,623.0,82.0,15208.5,10304.5,15489.0,12683.0,-0.0091375519179085,-0.2010002520014724,177.0,1.0,2011.0,11.0,-25.4596_28.2643,0.1882267098432442,0.9821256058680006,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-29.160278,26.573333,2011-01-11,277.235,743.0,10.0,7744.5,5006.0,6774.5,5507.5,0.0668090088849089,-0.1501209626076979,200.0,1.0,2011.0,11.0,-29.1603_26.5733,0.1882267098432442,0.9821256058680006,0.0,1.0,106.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.735556,29.820556,2011-01-11,56.714,110.6,10.0,16722.0,9292.5,12352.5,9464.0,0.1502863333849244,-0.1413721413721407,164.1,1.0,2011.0,11.0,-28.7356_29.8206,0.1882267098432442,0.9821256058680006,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.00222,28.76528,2011-01-11,180.062,469.0,17.0,14286.0,10620.0,15246.0,12579.5,-0.0325071109305159,-0.1788448155880299,166.1,1.0,2011.0,11.0,-27.0022_28.7653,0.1882267098432442,0.9821256058680006,0.0,1.0,195.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.880278,26.965,2011-01-11,272.133,870.0,185.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,182.1,1.0,2011.0,11.0,-26.8803_26.965,0.1882267098432442,0.9821256058680006,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.38972222,26.46388889,2011-01-11,183.465,816.0,102.0,13081.5,10998.0,15287.5,13809.0,-0.077760936233212,-0.163188830343725,197.5,1.0,2011.0,11.0,-27.3897_26.4639,0.1882267098432442,0.9821256058680006,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.860278,18.6875,2011-01-11,25.108,266.3,10.0,14442.5,10450.0,13542.5,11341.5,0.0321600857602285,-0.1288944461810977,231.8,1.0,2011.0,11.0,-31.8603_18.6875,0.1882267098432442,0.9821256058680006,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.679722,26.7125,2011-01-11,124.947,255.4,10.0,11349.0,9844.0,9923.5,9012.0,0.0670113996944408,-0.0040217528771974,195.0,1.0,2011.0,11.0,-30.6797_26.7125,0.1882267098432442,0.9821256058680006,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30.830556,26.921389,2011-01-12,185.222,405.0,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,190.3,1.0,2011.0,12.0,-30.8306_26.9214,0.2051044998686192,0.9787400799669153,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.398611,26.614722,2011-01-12,296.67,1007.0,72.0,15641.0,10240.0,13904.0,12090.5,0.058791673718057,-0.151756129887342,195.8,1.0,2011.0,12.0,-27.3986_26.6147,0.2051044998686192,0.9787400799669153,0.0,1.0,84.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31.000833,26.353056,2011-01-12,312.787,765.0,174.0,14150.0,10312.0,14634.0,12840.0,-0.0168148971650916,-0.1732542291349307,196.2,1.0,2011.0,12.0,-31.0008_26.3531,0.2051044998686192,0.9787400799669153,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28.760833,17.730278,2011-02-01,128.912,555.0,10.0,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225,174.2,2.0,2011.0,32.0,-28.7608_17.7303,0.5234156073655503,0.8520775211013093,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.20639,27.558,2011-02-02,120.441,549.0,59.0,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489,170.0,2.0,2011.0,33.0,-25.2064_27.558,0.5380051715382996,0.8429415373547828,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.658056,31.05,2011-02-03,59.599,194.7,10.0,13467.0,10056.5,14670.5,12154.5,-0.0427721012883161,-0.1865976462975687,156.40001,2.0,2011.0,34.0,-23.6581_31.05,0.5524353131676196,0.8335557718385699,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.648056,27.089444,2011-02-03,236.859,543.0,10.0,8205.5,4870.0,6161.0,4771.0,0.1423102356175815,-0.1170338137974787,170.90001,2.0,2011.0,34.0,-26.6481_27.0894,0.5524353131676196,0.8335557718385699,0.49999999999999994,0.8660254037844387,263.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.802778,28.768333,2011-02-03,68.43,160.2,10.0,12113.5,9611.0,11318.5,9288.0,0.0339279617616932,-0.0815834109749392,159.1,2.0,2011.0,34.0,-27.8028_28.7683,0.5524353131676196,0.8335557718385699,0.49999999999999994,0.8660254037844387,93.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.5275,30.858056,2011-02-04,24.289,83.7,10.0,16657.0,9827.0,14726.0,11580.0,0.0615301277761843,-0.1995275526412243,150.3,2.0,2011.0,35.0,-27.5275_30.8581,0.5667017562911176,0.8239230057575542,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.99136,27.84208,2011-02-05,109.206,386.0,135.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,161.1,2.0,2011.0,36.0,-25.9914_27.8421,0.5808002734538009,0.8140460935082178,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.937778,31.209444,2011-02-06,43.667,319.0,10.0,13178.5,8992.5,12471.5,10195.0,0.0275633528265106,-0.162085352217666,154.3,2.0,2011.0,37.0,-27.9378_31.2094,0.5947266869607634,0.8039279618328213,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.5275,30.858056,2011-02-06,26.994,110.8,10.0,14183.0,9801.0,13704.25,11265.25,0.02154871859009665,-0.1679009137759293,150.3,2.0,2011.0,37.0,-27.5275_30.8581,0.5947266869607634,0.8039279618328213,0.49999999999999994,0.8660254037844387,24.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
